Driver,DriverNumber,Team,LapNumber,SpeedI1,SpeedI2,SpeedFL,SpeedST,Compound,TyreLife,FreshTyre,IsPersonalBest,TrackStatus,LapTime_s,Sector1Time_s,Sector2Time_s,Sector3Time_s,PitInTime_s,PitOutTime_s
ALB,23,Williams,3.0,256.0,276.0,281.0,268.0,HARD,3.0,True,True,1,84.454,29.726,18.179,36.549,,
ALB,23,Williams,4.0,161.0,284.0,273.0,203.0,HARD,4.0,True,False,1,118.481,43.462,22.186,52.833,,
ALB,23,Williams,5.0,264.0,284.0,302.0,284.0,HARD,5.0,True,True,1,83.557,29.352,17.927,36.278,,
ALB,23,Williams,6.0,143.0,265.0,280.0,221.0,HARD,6.0,True,False,1,114.408,44.837,24.952,44.619,,
ALB,23,Williams,7.0,201.0,287.0,284.0,282.0,HARD,7.0,True,False,1,99.999,32.966,21.122,45.911,,
ALB,23,Williams,8.0,268.0,277.0,305.0,295.0,HARD,8.0,True,True,1,82.86,28.927,17.976,35.957,,
ALB,23,Williams,9.0,154.0,150.0,285.0,230.0,HARD,9.0,True,False,1,125.605,44.292,28.461,52.852,,
ALB,23,Williams,10.0,268.0,271.0,312.0,296.0,HARD,10.0,True,False,1,83.155,28.953,18.082,36.12,,
ALB,23,Williams,11.0,188.0,240.0,,230.0,HARD,11.0,True,False,1,,40.579,25.109,,1926.548,
ALB,23,Williams,12.0,252.0,279.0,285.0,145.0,SOFT,1.0,True,False,1,107.178,42.065,21.465,43.648,,2201.184
ALB,23,Williams,13.0,264.0,273.0,311.0,297.0,SOFT,2.0,True,True,1,81.847,28.668,17.918,35.261,,
ALB,23,Williams,14.0,160.0,139.0,273.0,272.0,SOFT,3.0,True,False,1,132.339,42.091,30.954,59.294,,
ALB,23,Williams,15.0,248.0,229.0,286.0,238.0,SOFT,4.0,True,False,1,115.943,42.093,20.415,53.435,,
ALB,23,Williams,16.0,269.0,273.0,303.0,297.0,SOFT,5.0,True,False,1,81.978,28.696,17.971,35.311,,
ALB,23,Williams,17.0,166.0,186.0,202.0,230.0,SOFT,6.0,True,False,1,128.316,45.164,28.998,54.154,,
ALB,23,Williams,18.0,215.0,206.0,284.0,209.0,SOFT,7.0,True,False,1,101.018,37.724,21.628,41.666,,
ALB,23,Williams,19.0,269.0,265.0,,296.0,SOFT,8.0,True,False,1,,28.684,18.061,,3030.104,
ALB,23,Williams,20.0,249.0,281.0,290.0,215.0,HARD,12.0,False,False,1,124.621,67.735,18.747,38.139,,3374.859
ALB,23,Williams,21.0,254.0,279.0,288.0,280.0,HARD,13.0,False,False,1,85.891,30.098,18.532,37.261,,
ALB,23,Williams,22.0,253.0,282.0,289.0,280.0,HARD,14.0,False,False,1,86.529,30.396,18.48,37.653,,
ALB,23,Williams,23.0,259.0,297.0,,280.0,HARD,15.0,False,False,1,109.096,30.397,18.632,60.067,3753.765,
ALB,23,Williams,24.0,247.0,296.0,291.0,171.0,HARD,16.0,False,False,1,94.586,37.728,18.586,38.272,,3779.712
ALB,23,Williams,25.0,257.0,296.0,290.0,281.0,HARD,17.0,False,False,1,86.91,30.582,18.536,37.792,,
ALB,23,Williams,26.0,248.0,294.0,290.0,283.0,HARD,18.0,False,False,12,87.244,30.735,18.604,37.905,,
ALB,23,Williams,27.0,150.0,278.0,296.0,287.0,HARD,19.0,False,False,2671,108.67,42.995,23.852,41.823,,
ALB,23,Williams,28.0,251.0,299.0,286.0,292.0,HARD,20.0,False,False,1,86.648,30.458,18.385,37.805,,
ALB,23,Williams,29.0,247.0,287.0,,288.0,HARD,21.0,False,False,1,106.891,30.479,18.984,57.428,4327.177,
ALB,23,Williams,30.0,256.0,300.0,289.0,220.0,SOFT,9.0,False,False,1,92.2,36.323,18.583,37.294,,4350.676
ALB,23,Williams,31.0,174.0,276.0,176.0,270.0,SOFT,10.0,False,False,1,,37.113,26.721,,,
ALB,23,Williams,32.0,211.0,299.0,,240.0,SOFT,11.0,False,False,12,,35.208,21.289,,4702.76,
HUL,27,Audi,1.0,252.0,256.0,269.0,151.0,MEDIUM,1.0,True,False,1,,,19.976,38.492,,769.713
HUL,27,Audi,2.0,250.0,295.0,297.0,282.0,MEDIUM,2.0,True,True,1,83.262,29.804,17.838,35.62,,
HUL,27,Audi,3.0,159.0,230.0,274.0,216.0,MEDIUM,3.0,True,False,12,115.622,41.373,29.474,44.775,,
HUL,27,Audi,4.0,254.0,292.0,298.0,289.0,MEDIUM,4.0,True,True,1,82.215,29.221,17.701,35.293,,
HUL,27,Audi,5.0,154.0,187.0,272.0,215.0,MEDIUM,5.0,True,False,1,117.177,42.145,30.898,44.134,,
HUL,27,Audi,6.0,256.0,294.0,300.0,286.0,MEDIUM,6.0,True,True,1,81.757,28.851,17.588,35.318,,
HUL,27,Audi,7.0,161.0,168.0,278.0,194.0,MEDIUM,7.0,True,False,1,123.0,40.758,31.483,50.759,,
HUL,27,Audi,8.0,228.0,292.0,275.0,225.0,MEDIUM,8.0,True,False,1,95.106,33.939,22.012,39.155,,
HUL,27,Audi,9.0,252.0,293.0,299.0,290.0,MEDIUM,9.0,True,False,1,82.063,28.926,17.686,35.451,,
HUL,27,Audi,10.0,253.0,259.0,,247.0,MEDIUM,10.0,True,False,1,,30.715,19.595,,1738.278,
HUL,27,Audi,11.0,242.0,258.0,271.0,183.0,SOFT,1.0,True,False,1,113.539,52.648,20.806,40.085,,2122.013
HUL,27,Audi,12.0,258.0,264.0,280.0,224.0,SOFT,2.0,True,False,1,92.322,31.885,19.787,40.65,,
HUL,27,Audi,13.0,254.0,291.0,306.0,312.0,SOFT,3.0,True,True,1,81.431,28.621,17.676,35.134,,
HUL,27,Audi,14.0,162.0,198.0,275.0,208.0,SOFT,4.0,True,False,1,123.721,42.43,28.976,52.315,,
HUL,27,Audi,15.0,236.0,260.0,279.0,291.0,SOFT,5.0,True,False,1,93.896,32.31,19.563,42.023,,
HUL,27,Audi,16.0,269.0,281.0,297.0,291.0,SOFT,6.0,True,False,1,81.868,28.626,18.016,35.226,,
HUL,27,Audi,17.0,242.0,259.0,274.0,241.0,SOFT,7.0,True,False,1,96.839,37.297,19.708,39.834,,
HUL,27,Audi,18.0,269.0,287.0,295.0,288.0,SOFT,8.0,True,True,1,81.351,28.664,17.591,35.096,,
HUL,27,Audi,19.0,262.0,152.0,,241.0,SOFT,9.0,True,False,1,,32.096,21.088,,2976.673,
HUL,27,Audi,20.0,248.0,288.0,284.0,207.0,MEDIUM,11.0,False,False,1,110.058,53.398,18.731,37.929,,3276.192
HUL,27,Audi,21.0,253.0,287.0,289.0,277.0,MEDIUM,12.0,False,False,1,85.323,30.248,18.297,36.778,,
HUL,27,Audi,22.0,253.0,287.0,290.0,279.0,MEDIUM,13.0,False,False,1,84.757,29.865,18.266,36.626,,
HUL,27,Audi,23.0,255.0,293.0,296.0,281.0,MEDIUM,14.0,False,False,1,84.679,29.746,18.104,36.829,,
HUL,27,Audi,24.0,264.0,309.0,288.0,287.0,MEDIUM,15.0,False,False,1,86.522,30.302,18.232,37.988,,
HUL,27,Audi,25.0,251.0,286.0,289.0,278.0,MEDIUM,16.0,False,False,1,85.525,30.079,18.306,37.14,,
HUL,27,Audi,26.0,268.0,287.0,289.0,283.0,MEDIUM,17.0,False,False,1,85.376,30.087,18.256,37.033,,
HUL,27,Audi,27.0,252.0,289.0,291.0,283.0,MEDIUM,18.0,False,False,1,85.221,30.065,18.201,36.955,,
HUL,27,Audi,28.0,252.0,289.0,291.0,283.0,MEDIUM,19.0,False,False,12,86.671,30.005,18.261,38.405,,
HUL,27,Audi,29.0,205.0,224.0,,283.0,MEDIUM,20.0,False,False,2671,123.969,40.765,24.184,59.02,4160.305,
HUL,27,Audi,30.0,257.0,315.0,298.0,213.0,SOFT,10.0,False,False,1,90.701,36.153,17.907,36.641,,4179.528
HUL,27,Audi,31.0,267.0,288.0,287.0,285.0,SOFT,11.0,False,False,1,85.791,30.123,18.348,37.32,,
HUL,27,Audi,32.0,255.0,282.0,288.0,278.0,SOFT,12.0,False,False,1,85.15,29.996,18.489,36.665,,
HUL,27,Audi,33.0,171.0,206.0,137.0,229.0,SOFT,13.0,False,False,1,,36.688,26.408,99.543,,
HUL,27,Audi,34.0,230.0,272.0,,161.0,SOFT,14.0,False,False,12,,38.774,20.526,,4701.276,
LAW,30,Racing Bulls,1.0,132.0,267.0,275.0,169.0,MEDIUM,1.0,True,False,12,107.608,42.763,21.73,43.115,,904.013
LAW,30,Racing Bulls,2.0,255.0,295.0,290.0,296.0,MEDIUM,2.0,True,True,1,82.637,29.366,17.893,35.378,,
LAW,30,Racing Bulls,3.0,103.0,164.0,277.0,264.0,MEDIUM,3.0,True,False,1,142.902,46.296,37.213,59.393,,
LAW,30,Racing Bulls,4.0,257.0,300.0,293.0,296.0,MEDIUM,4.0,True,True,1,82.019,29.022,17.711,35.286,,
LAW,30,Racing Bulls,5.0,148.0,223.0,244.0,251.0,MEDIUM,5.0,True,False,1,119.837,43.292,27.692,48.853,,
LAW,30,Racing Bulls,6.0,222.0,224.0,278.0,218.0,MEDIUM,6.0,True,False,1,114.039,36.623,26.184,51.232,,
LAW,30,Racing Bulls,7.0,256.0,298.0,300.0,297.0,MEDIUM,7.0,True,False,1,82.028,28.973,17.698,35.357,,
LAW,30,Racing Bulls,8.0,205.0,237.0,,253.0,MEDIUM,8.0,True,False,1,,35.912,24.336,,1736.778,
LAW,30,Racing Bulls,9.0,231.0,251.0,278.0,181.0,SOFT,1.0,True,False,1,106.537,40.987,22.197,43.353,,2094.041
LAW,30,Racing Bulls,10.0,260.0,308.0,300.0,298.0,SOFT,2.0,True,True,1,81.358,28.719,17.64,34.999,,
LAW,30,Racing Bulls,11.0,137.0,163.0,231.0,280.0,SOFT,3.0,True,False,1,118.975,38.907,28.202,51.866,,
LAW,30,Racing Bulls,12.0,186.0,252.0,279.0,214.0,SOFT,4.0,True,False,1,117.045,39.326,25.97,51.749,,
LAW,30,Racing Bulls,13.0,260.0,304.0,303.0,298.0,SOFT,5.0,True,False,1,82.54,28.793,17.643,36.104,,
LAW,30,Racing Bulls,14.0,221.0,216.0,,246.0,SOFT,6.0,True,False,1,,34.773,22.709,,2694.26,
LAW,30,Racing Bulls,15.0,250.0,283.0,,181.0,SOFT,7.0,False,False,1,139.433,67.344,18.697,53.392,3323.971,3229.144
LAW,30,Racing Bulls,16.0,251.0,232.0,280.0,221.0,MEDIUM,9.0,False,False,1,96.983,37.518,19.538,39.927,,3343.276
LAW,30,Racing Bulls,17.0,263.0,288.0,292.0,274.0,MEDIUM,10.0,False,False,1,85.756,29.815,18.538,37.403,,
LAW,30,Racing Bulls,18.0,237.0,293.0,293.0,281.0,MEDIUM,11.0,False,False,1,85.803,30.006,18.404,37.393,,
LAW,30,Racing Bulls,19.0,253.0,293.0,292.0,281.0,MEDIUM,12.0,False,False,1,86.033,30.037,18.457,37.539,,
LAW,30,Racing Bulls,20.0,251.0,296.0,299.0,281.0,MEDIUM,13.0,False,False,1,85.51,29.943,18.311,37.256,,
LAW,30,Racing Bulls,21.0,253.0,298.0,296.0,286.0,MEDIUM,14.0,False,False,1,85.73,29.971,18.297,37.462,,
LAW,30,Racing Bulls,22.0,248.0,305.0,300.0,282.0,MEDIUM,15.0,False,False,1,86.46,30.807,18.168,37.485,,
LAW,30,Racing Bulls,23.0,246.0,293.0,305.0,279.0,MEDIUM,16.0,False,False,12,86.062,30.624,18.239,37.199,,
LAW,30,Racing Bulls,24.0,203.0,220.0,304.0,302.0,MEDIUM,17.0,False,False,2671,108.891,36.98,25.334,46.577,,
LAW,30,Racing Bulls,25.0,238.0,283.0,286.0,299.0,MEDIUM,18.0,False,False,1,85.981,29.88,18.908,37.193,,
LAW,30,Racing Bulls,26.0,237.0,296.0,298.0,276.0,MEDIUM,19.0,False,False,1,85.604,30.218,18.272,37.114,,
LAW,30,Racing Bulls,27.0,262.0,293.0,295.0,292.0,MEDIUM,20.0,False,False,1,85.424,29.744,18.362,37.318,,
LAW,30,Racing Bulls,28.0,172.0,159.0,106.0,266.0,MEDIUM,21.0,False,False,1,,41.137,31.349,,,
LAW,30,Racing Bulls,29.0,163.0,208.0,,248.0,MEDIUM,22.0,False,False,1,,39.606,27.527,,4691.415,
OCO,31,Haas F1 Team,1.0,252.0,254.0,262.0,139.0,HARD,1.0,True,False,1,145.674,76.183,21.2,48.291,,814.238
OCO,31,Haas F1 Team,2.0,228.0,303.0,298.0,284.0,HARD,2.0,True,True,12,85.13,30.579,18.198,36.353,,
OCO,31,Haas F1 Team,3.0,227.0,162.0,290.0,226.0,HARD,3.0,True,False,1,116.007,44.168,23.051,48.788,,
OCO,31,Haas F1 Team,4.0,229.0,298.0,295.0,293.0,HARD,4.0,True,True,1,84.249,30.205,18.051,35.993,,
OCO,31,Haas F1 Team,5.0,122.0,142.0,267.0,267.0,HARD,5.0,True,False,1,114.655,42.113,25.575,46.967,,
OCO,31,Haas F1 Team,6.0,229.0,307.0,300.0,297.0,HARD,6.0,True,True,1,83.225,29.804,17.785,35.636,,
OCO,31,Haas F1 Team,7.0,108.0,207.0,259.0,229.0,HARD,7.0,True,False,1,121.129,45.289,26.207,49.633,,
OCO,31,Haas F1 Team,8.0,260.0,301.0,301.0,294.0,HARD,8.0,True,True,1,82.597,29.48,17.591,35.526,,
OCO,31,Haas F1 Team,9.0,159.0,199.0,291.0,260.0,HARD,9.0,True,False,1,125.145,40.336,27.32,57.489,,
OCO,31,Haas F1 Team,10.0,236.0,298.0,,295.0,HARD,10.0,True,False,1,,29.777,17.796,,1824.911,
OCO,31,Haas F1 Team,11.0,235.0,258.0,271.0,155.0,SOFT,1.0,True,False,1,104.658,43.194,20.487,40.977,,2172.275
OCO,31,Haas F1 Team,12.0,270.0,301.0,307.0,304.0,SOFT,2.0,True,True,1,81.179,28.749,17.553,34.877,,
OCO,31,Haas F1 Team,13.0,193.0,228.0,,243.0,SOFT,3.0,True,False,1,122.207,39.532,24.726,57.949,2467.271,
OCO,31,Haas F1 Team,14.0,232.0,265.0,268.0,158.0,SOFT,4.0,False,False,1,131.21,69.369,20.618,41.223,,2481.864
OCO,31,Haas F1 Team,15.0,244.0,302.0,306.0,298.0,SOFT,5.0,False,False,1,81.449,28.54,17.715,35.194,,
OCO,31,Haas F1 Team,16.0,207.0,233.0,,253.0,SOFT,6.0,False,False,1,,34.193,23.005,,2791.097,
OCO,31,Haas F1 Team,17.0,221.0,200.0,,180.0,HARD,11.0,False,False,1,,79.437,22.285,56.656,3414.073,3281.166
OCO,31,Haas F1 Team,18.0,256.0,288.0,272.0,189.0,HARD,12.0,False,False,1,141.654,75.102,18.663,47.889,,3429.737
OCO,31,Haas F1 Team,19.0,264.0,286.0,272.0,264.0,HARD,13.0,False,False,1,86.78,30.775,18.472,37.533,,
OCO,31,Haas F1 Team,20.0,272.0,274.0,280.0,268.0,HARD,14.0,False,False,1,86.503,30.18,18.891,37.432,,
OCO,31,Haas F1 Team,21.0,258.0,286.0,267.0,274.0,HARD,15.0,False,False,1,86.081,30.464,18.269,37.348,,
OCO,31,Haas F1 Team,22.0,261.0,284.0,275.0,268.0,HARD,16.0,False,False,1,85.601,30.185,18.312,37.104,,
OCO,31,Haas F1 Team,23.0,261.0,292.0,286.0,249.0,HARD,17.0,False,False,1,86.591,30.825,18.216,37.55,,
OCO,31,Haas F1 Team,24.0,266.0,285.0,,281.0,HARD,18.0,False,False,1267,128.82,30.031,18.314,80.475,4101.268,
OCO,31,Haas F1 Team,25.0,233.0,293.0,289.0,179.0,HARD,19.0,False,False,71,96.762,39.899,18.799,38.064,,4130.343
OCO,31,Haas F1 Team,26.0,230.0,287.0,276.0,293.0,HARD,20.0,False,False,1,86.933,30.188,18.806,37.939,,
OCO,31,Haas F1 Team,27.0,264.0,293.0,311.0,278.0,HARD,21.0,False,False,1,84.874,29.982,18.047,36.845,,
OCO,31,Haas F1 Team,28.0,186.0,210.0,3.0,207.0,HARD,22.0,False,False,1,,39.685,25.142,96.184,,
OCO,31,Haas F1 Team,29.0,194.0,194.0,,232.0,HARD,23.0,False,False,1,,35.105,26.178,,4660.476,
LIN,41,Racing Bulls,1.0,228.0,271.0,278.0,97.0,MEDIUM,1.0,True,False,1,124.342,59.756,21.222,43.364,,847.32
LIN,41,Racing Bulls,2.0,214.0,271.0,273.0,298.0,MEDIUM,2.0,True,True,12,101.026,35.215,22.912,42.899,,
LIN,41,Racing Bulls,3.0,251.0,295.0,296.0,288.0,MEDIUM,3.0,True,True,1,82.961,29.298,17.837,35.826,,
LIN,41,Racing Bulls,4.0,232.0,241.0,,237.0,MEDIUM,4.0,True,False,1,112.459,33.951,21.855,56.653,1245.907,
LIN,41,Racing Bulls,5.0,175.0,252.0,,182.0,MEDIUM,5.0,False,False,1,145.127,68.561,24.953,51.613,1391.691,1262.113
LIN,41,Racing Bulls,6.0,213.0,230.0,,180.0,MEDIUM,6.0,False,False,1,138.315,62.916,22.08,53.319,1530.149,1405.541
LIN,41,Racing Bulls,7.0,127.0,250.0,,200.0,MEDIUM,7.0,False,False,1,,71.977,26.485,,1678.922,1543.965
LIN,41,Racing Bulls,8.0,220.0,231.0,271.0,155.0,SOFT,1.0,True,False,1,114.393,44.001,21.971,48.421,,2025.947
LIN,41,Racing Bulls,9.0,254.0,297.0,298.0,293.0,SOFT,2.0,True,True,1,81.838,29.119,17.581,35.138,,
LIN,41,Racing Bulls,10.0,148.0,246.0,275.0,248.0,SOFT,3.0,True,False,1,119.227,39.637,29.044,50.546,,
LIN,41,Racing Bulls,11.0,256.0,299.0,309.0,294.0,SOFT,4.0,True,True,1,81.111,28.589,17.503,35.019,,
LIN,41,Racing Bulls,12.0,139.0,167.0,180.0,246.0,SOFT,5.0,True,False,1,130.827,45.421,33.029,52.377,,
LIN,41,Racing Bulls,13.0,215.0,245.0,275.0,165.0,SOFT,6.0,True,False,1,108.941,43.004,21.552,44.385,,
LIN,41,Racing Bulls,14.0,253.0,302.0,307.0,296.0,SOFT,7.0,True,True,1,80.922,28.513,17.484,34.925,,
LIN,41,Racing Bulls,15.0,198.0,272.0,,249.0,SOFT,8.0,True,False,1,,35.188,22.667,,2836.811,
LIN,41,Racing Bulls,16.0,245.0,284.0,274.0,186.0,SOFT,9.0,False,False,1,122.959,62.198,21.728,39.033,,3196.039
LIN,41,Racing Bulls,17.0,237.0,300.0,297.0,272.0,SOFT,10.0,False,False,1,86.801,30.485,18.51,37.806,,
LIN,41,Racing Bulls,18.0,241.0,297.0,294.0,283.0,SOFT,11.0,False,False,1,86.097,30.071,18.378,37.648,,
LIN,41,Racing Bulls,19.0,239.0,304.0,303.0,286.0,SOFT,12.0,False,False,1,85.664,30.036,18.218,37.41,,
LIN,41,Racing Bulls,20.0,245.0,305.0,297.0,290.0,SOFT,13.0,False,False,1,86.079,30.131,18.27,37.678,,
LIN,41,Racing Bulls,21.0,242.0,309.0,303.0,282.0,SOFT,14.0,False,False,1,85.975,30.367,18.105,37.503,,
LIN,41,Racing Bulls,22.0,244.0,300.0,292.0,293.0,SOFT,15.0,False,False,1,86.205,30.141,18.267,37.797,,
LIN,41,Racing Bulls,23.0,243.0,309.0,299.0,287.0,SOFT,16.0,False,False,1,85.518,30.14,18.08,37.298,,
LIN,41,Racing Bulls,24.0,240.0,306.0,298.0,293.0,SOFT,17.0,False,False,1,86.056,30.319,18.127,37.61,,
LIN,41,Racing Bulls,25.0,244.0,306.0,215.0,291.0,SOFT,18.0,False,False,126,110.072,30.208,18.091,61.773,,
LIN,41,Racing Bulls,26.0,238.0,303.0,311.0,243.0,SOFT,19.0,False,False,671,87.943,32.599,18.175,37.169,,
LIN,41,Racing Bulls,27.0,243.0,302.0,301.0,310.0,SOFT,20.0,False,False,1,85.742,30.26,18.126,37.356,,
LIN,41,Racing Bulls,28.0,244.0,300.0,302.0,298.0,SOFT,21.0,False,False,1,85.619,30.126,18.142,37.351,,
LIN,41,Racing Bulls,29.0,180.0,222.0,23.0,242.0,SOFT,22.0,False,False,1,126.679,37.181,23.917,65.581,,
LIN,41,Racing Bulls,30.0,184.0,238.0,,235.0,SOFT,23.0,False,False,1,,56.588,26.849,,4620.072,
COL,43,Alpine,1.0,238.0,254.0,19.0,105.0,MEDIUM,1.0,True,False,1,,,21.289,84.278,,787.104
COL,43,Alpine,2.0,248.0,262.0,265.0,102.0,MEDIUM,2.0,True,True,12,120.516,51.542,20.342,48.632,,
COL,43,Alpine,3.0,267.0,298.0,319.0,270.0,MEDIUM,3.0,True,True,1,83.976,29.764,18.003,36.209,,
COL,43,Alpine,4.0,183.0,168.0,271.0,177.0,MEDIUM,4.0,True,False,1,131.562,49.079,32.01,50.473,,
COL,43,Alpine,5.0,269.0,296.0,318.0,294.0,MEDIUM,5.0,True,True,1,83.199,29.373,18.018,35.808,,
COL,43,Alpine,6.0,125.0,222.0,276.0,201.0,MEDIUM,6.0,True,False,1,133.372,51.407,37.206,44.759,,
COL,43,Alpine,7.0,266.0,296.0,320.0,299.0,MEDIUM,7.0,True,True,1,83.139,29.272,17.964,35.903,,
COL,43,Alpine,8.0,127.0,135.0,275.0,208.0,MEDIUM,8.0,True,False,1,138.774,45.516,39.714,53.544,,
COL,43,Alpine,9.0,274.0,298.0,317.0,298.0,MEDIUM,9.0,True,False,1,83.617,29.193,17.785,36.639,,
COL,43,Alpine,10.0,245.0,283.0,,194.0,MEDIUM,10.0,True,False,1,,37.664,22.85,,1919.252,
COL,43,Alpine,11.0,245.0,259.0,279.0,97.0,SOFT,1.0,True,False,1,110.796,49.361,20.932,40.503,,2487.506
COL,43,Alpine,12.0,164.0,149.0,274.0,299.0,SOFT,2.0,True,False,1,115.107,34.896,32.419,47.792,,
COL,43,Alpine,13.0,269.0,264.0,291.0,295.0,SOFT,3.0,True,True,1,82.779,29.009,17.979,35.791,,
COL,43,Alpine,14.0,185.0,115.0,267.0,184.0,SOFT,4.0,True,False,1,,71.689,38.916,51.428,,
COL,43,Alpine,15.0,258.0,269.0,300.0,294.0,SOFT,5.0,True,True,1,82.619,29.207,17.881,35.531,,
COL,43,Alpine,16.0,204.0,189.0,,170.0,SOFT,6.0,True,False,1,,43.469,25.788,,3147.656,
COL,43,Alpine,17.0,249.0,291.0,281.0,181.0,MEDIUM,11.0,False,False,1,133.999,77.857,18.766,37.376,,3528.656
COL,43,Alpine,18.0,249.0,283.0,296.0,266.0,MEDIUM,12.0,False,False,1,85.772,30.301,18.224,37.247,,
COL,43,Alpine,19.0,273.0,272.0,286.0,260.0,MEDIUM,13.0,False,False,1,86.103,30.078,18.375,37.65,,
COL,43,Alpine,20.0,250.0,298.0,291.0,271.0,MEDIUM,14.0,False,False,1,85.609,30.415,18.196,36.998,,
COL,43,Alpine,21.0,254.0,299.0,290.0,279.0,MEDIUM,15.0,False,False,1,85.941,30.409,18.237,37.295,,
COL,43,Alpine,22.0,257.0,299.0,250.0,280.0,MEDIUM,16.0,False,False,126,110.164,30.505,18.187,61.472,,
COL,43,Alpine,23.0,257.0,295.0,285.0,259.0,MEDIUM,17.0,False,False,671,86.098,30.826,18.251,37.021,,
COL,43,Alpine,24.0,254.0,295.0,286.0,287.0,MEDIUM,18.0,False,False,1,85.943,30.374,18.294,37.275,,
COL,43,Alpine,25.0,258.0,300.0,288.0,286.0,MEDIUM,19.0,False,False,1,85.462,30.224,18.142,37.096,,
COL,43,Alpine,26.0,257.0,240.0,4.0,283.0,MEDIUM,20.0,False,False,1,136.656,30.509,18.749,87.398,,
COL,43,Alpine,27.0,247.0,290.0,,239.0,MEDIUM,21.0,False,False,1,,33.805,18.455,,4594.799,
HAM,44,Ferrari,1.0,241.0,259.0,278.0,145.0,HARD,1.0,True,False,1,,,20.198,40.449,,773.271
HAM,44,Ferrari,2.0,264.0,291.0,305.0,296.0,HARD,2.0,True,True,1,81.506,28.54,17.674,35.292,,
HAM,44,Ferrari,3.0,195.0,234.0,273.0,170.0,HARD,3.0,True,False,12,132.383,45.548,30.836,55.999,,
HAM,44,Ferrari,4.0,222.0,224.0,281.0,295.0,HARD,4.0,True,False,1,92.636,29.611,23.501,39.524,,
HAM,44,Ferrari,5.0,241.0,302.0,302.0,297.0,HARD,5.0,True,True,1,80.903,28.428,17.657,34.818,,
HAM,44,Ferrari,6.0,134.0,247.0,289.0,233.0,HARD,6.0,True,False,1,121.298,48.454,28.012,44.832,,
HAM,44,Ferrari,7.0,240.0,284.0,310.0,303.0,HARD,7.0,True,False,1,81.355,28.415,17.981,34.959,,
HAM,44,Ferrari,8.0,126.0,208.0,277.0,293.0,HARD,8.0,True,False,1,122.877,44.189,33.828,44.86,,
HAM,44,Ferrari,9.0,226.0,258.0,273.0,284.0,HARD,9.0,True,False,1,99.347,33.593,21.625,44.129,,
HAM,44,Ferrari,10.0,242.0,288.0,304.0,296.0,HARD,10.0,True,True,1,80.901,28.421,17.786,34.694,,
HAM,44,Ferrari,11.0,128.0,201.0,280.0,249.0,HARD,11.0,True,False,1,128.248,48.28,34.733,45.235,,
HAM,44,Ferrari,12.0,259.0,291.0,304.0,297.0,HARD,12.0,True,True,1,80.637,28.241,17.606,34.79,,
HAM,44,Ferrari,13.0,137.0,280.0,,233.0,HARD,13.0,True,False,1,,48.205,20.215,,2087.896,
HAM,44,Ferrari,14.0,235.0,299.0,276.0,169.0,SOFT,1.0,True,False,1,111.931,39.673,19.964,52.294,,2378.025
HAM,44,Ferrari,15.0,264.0,213.0,280.0,286.0,SOFT,2.0,True,False,1,100.315,28.122,25.751,46.442,,
HAM,44,Ferrari,16.0,262.0,292.0,306.0,291.0,SOFT,3.0,True,True,1,80.119,27.943,17.535,34.641,,
HAM,44,Ferrari,17.0,208.0,213.0,,233.0,SOFT,4.0,True,False,1,141.281,47.137,25.335,68.809,2788.59,
HAM,44,Ferrari,18.0,234.0,263.0,279.0,174.0,SOFT,5.0,False,False,1,125.959,58.352,20.022,47.585,,2813.096
HAM,44,Ferrari,19.0,141.0,260.0,281.0,289.0,SOFT,6.0,False,False,1,100.101,37.784,23.704,38.613,,
HAM,44,Ferrari,20.0,259.0,292.0,303.0,291.0,SOFT,7.0,False,True,1,80.05,27.902,17.593,34.555,,
HAM,44,Ferrari,21.0,125.0,278.0,282.0,239.0,SOFT,8.0,False,False,1,128.003,46.993,29.01,52.0,,
HAM,44,Ferrari,22.0,266.0,277.0,,290.0,SOFT,9.0,False,False,1,,30.279,19.621,,3332.114,
HAM,44,Ferrari,23.0,258.0,281.0,283.0,184.0,HARD,14.0,False,False,1,113.659,55.842,18.698,39.119,,3701.031
HAM,44,Ferrari,24.0,266.0,283.0,289.0,277.0,HARD,15.0,False,False,1,84.802,29.535,18.365,36.902,,
HAM,44,Ferrari,25.0,250.0,291.0,296.0,285.0,HARD,16.0,False,False,1,84.483,29.766,18.068,36.649,,
HAM,44,Ferrari,26.0,265.0,289.0,170.0,295.0,HARD,17.0,False,False,126,94.387,29.608,18.324,46.455,,
HAM,44,Ferrari,27.0,211.0,257.0,303.0,180.0,HARD,18.0,False,False,671,97.885,37.131,23.926,36.828,,
HAM,44,Ferrari,28.0,255.0,288.0,291.0,302.0,HARD,19.0,False,False,1,83.961,29.387,18.148,36.426,,
HAM,44,Ferrari,29.0,274.0,284.0,288.0,282.0,HARD,20.0,False,False,1,84.381,29.61,18.18,36.591,,
HAM,44,Ferrari,30.0,273.0,287.0,288.0,288.0,HARD,21.0,False,False,1,84.432,29.6,18.156,36.676,,
HAM,44,Ferrari,31.0,189.0,227.0,118.0,178.0,HARD,22.0,False,False,1,,40.879,24.402,95.645,,
HAM,44,Ferrari,32.0,242.0,282.0,,227.0,HARD,23.0,False,False,1,,35.464,19.673,,4677.943,
SAI,55,Williams,1.0,246.0,283.0,272.0,157.0,MEDIUM,1.0,True,False,12,119.331,48.881,20.051,50.399,,915.849
