Driver,DriverNumber,Team,LapNumber,SpeedI1,SpeedI2,SpeedFL,SpeedST,Compound,TyreLife,FreshTyre,IsPersonalBest,TrackStatus,LapTime_s,Sector1Time_s,Sector2Time_s,Sector3Time_s,PitInTime_s,PitOutTime_s
BOR,5,Audi,16.0,234.0,273.0,,173.0,MEDIUM,9.0,False,False,1,128.453,58.622,19.297,50.534,3425.009,3315.114
BOR,5,Audi,17.0,236.0,290.0,292.0,163.0,MEDIUM,10.0,False,False,1,134.238,76.549,19.709,37.98,,3476.972
BOR,5,Audi,18.0,263.0,304.0,289.0,286.0,MEDIUM,11.0,False,False,1,88.289,31.642,18.383,38.264,,
BOR,5,Audi,19.0,265.0,294.0,291.0,283.0,MEDIUM,12.0,False,False,1,86.275,30.399,18.248,37.628,,
BOR,5,Audi,20.0,266.0,290.0,293.0,285.0,MEDIUM,13.0,False,False,1,85.915,30.313,18.12,37.482,,
BOR,5,Audi,21.0,267.0,292.0,295.0,286.0,MEDIUM,14.0,False,False,1,85.397,30.059,18.119,37.219,,
BOR,5,Audi,22.0,267.0,286.0,301.0,283.0,MEDIUM,15.0,False,False,1,85.884,30.155,18.152,37.577,,
BOR,5,Audi,23.0,242.0,274.0,184.0,291.0,MEDIUM,16.0,False,False,126,110.402,30.222,18.438,61.742,,
BOR,5,Audi,24.0,223.0,292.0,299.0,229.0,MEDIUM,17.0,False,False,671,91.203,35.491,18.508,37.204,,
BOR,5,Audi,25.0,257.0,289.0,,298.0,MEDIUM,18.0,False,False,1,101.805,29.625,18.122,54.058,4289.66,
BOR,5,Audi,26.0,232.0,282.0,298.0,187.0,SOFT,8.0,False,False,1,95.28,38.601,18.699,37.98,,4310.422
BOR,5,Audi,27.0,163.0,205.0,72.0,220.0,SOFT,9.0,False,False,1,,40.355,26.682,97.718,,
BOR,5,Audi,28.0,243.0,265.0,,231.0,SOFT,10.0,False,False,1,,34.311,18.988,,4662.244,
HAD,6,Red Bull Racing,1.0,214.0,283.0,278.0,126.0,MEDIUM,1.0,True,False,12,120.376,52.726,21.821,45.829,,877.085
HAD,6,Red Bull Racing,2.0,247.0,286.0,297.0,288.0,MEDIUM,2.0,True,True,1,82.211,29.078,17.76,35.373,,
HAD,6,Red Bull Racing,3.0,127.0,134.0,277.0,224.0,MEDIUM,3.0,True,False,1,,59.08,43.316,62.671,,
HAD,6,Red Bull Racing,4.0,248.0,273.0,307.0,299.0,MEDIUM,4.0,True,True,1,81.702,28.578,18.12,35.004,,
HAD,6,Red Bull Racing,5.0,150.0,142.0,202.0,227.0,MEDIUM,5.0,True,False,1,145.454,52.25,37.564,55.64,,
HAD,6,Red Bull Racing,6.0,207.0,267.0,279.0,112.0,MEDIUM,6.0,True,False,1,116.055,45.186,23.334,47.535,,
HAD,6,Red Bull Racing,7.0,295.0,123.0,275.0,299.0,MEDIUM,7.0,True,False,1,120.164,28.272,36.801,55.091,,
HAD,6,Red Bull Racing,8.0,248.0,284.0,301.0,298.0,MEDIUM,8.0,True,True,1,81.579,28.804,17.8,34.975,,
HAD,6,Red Bull Racing,9.0,174.0,236.0,,240.0,MEDIUM,9.0,True,False,1,,40.925,24.727,,1894.412,
HAD,6,Red Bull Racing,10.0,237.0,240.0,276.0,165.0,SOFT,1.0,True,False,1,120.62,44.51,23.535,52.575,,2361.348
HAD,6,Red Bull Racing,11.0,286.0,271.0,297.0,298.0,SOFT,2.0,True,True,1,80.941,28.26,18.02,34.661,,
HAD,6,Red Bull Racing,12.0,140.0,159.0,208.0,225.0,SOFT,3.0,True,False,1,146.054,53.366,36.07,56.618,,
HAD,6,Red Bull Racing,13.0,208.0,229.0,278.0,182.0,SOFT,4.0,True,False,1,109.13,42.512,24.593,42.025,,
HAD,6,Red Bull Racing,14.0,248.0,279.0,289.0,301.0,SOFT,5.0,True,False,1,80.95,28.507,17.838,34.605,,
HAD,6,Red Bull Racing,15.0,145.0,212.0,,285.0,SOFT,6.0,True,False,1,,42.83,30.772,,3014.796,
HAD,6,Red Bull Racing,16.0,227.0,288.0,298.0,155.0,MEDIUM,10.0,False,False,1,99.195,44.349,18.281,36.565,,3405.385
HAD,6,Red Bull Racing,17.0,240.0,278.0,294.0,300.0,MEDIUM,11.0,False,False,1,84.386,29.477,18.324,36.585,,
HAD,6,Red Bull Racing,18.0,236.0,295.0,290.0,288.0,MEDIUM,12.0,False,False,1,84.68,29.717,18.258,36.705,,
HAD,6,Red Bull Racing,19.0,235.0,309.0,299.0,287.0,MEDIUM,13.0,False,False,1,93.426,29.945,21.921,41.56,,
HAD,6,Red Bull Racing,20.0,235.0,289.0,291.0,307.0,MEDIUM,14.0,False,False,1,84.046,29.343,18.392,36.311,,
HAD,6,Red Bull Racing,21.0,235.0,290.0,299.0,286.0,MEDIUM,15.0,False,False,1,84.313,29.666,18.377,36.27,,
HAD,6,Red Bull Racing,22.0,235.0,289.0,285.0,297.0,MEDIUM,16.0,False,False,1,92.501,29.599,18.357,44.545,,
HAD,6,Red Bull Racing,23.0,233.0,228.0,281.0,284.0,MEDIUM,17.0,False,False,1267,114.152,30.084,30.339,53.729,,
HAD,6,Red Bull Racing,24.0,240.0,307.0,303.0,297.0,MEDIUM,18.0,False,False,1,85.909,29.88,18.019,38.01,,
HAD,6,Red Bull Racing,25.0,241.0,296.0,293.0,283.0,MEDIUM,19.0,False,False,1,85.188,30.365,18.31,36.513,,
HAD,6,Red Bull Racing,26.0,240.0,288.0,293.0,290.0,MEDIUM,20.0,False,False,1,84.617,29.571,18.442,36.604,,
HAD,6,Red Bull Racing,27.0,118.0,175.0,92.0,289.0,MEDIUM,21.0,False,False,1,,45.574,36.225,,,
HAD,6,Red Bull Racing,28.0,178.0,227.0,,249.0,MEDIUM,22.0,False,False,1,,41.82,24.369,,4684.951,
GAS,10,Alpine,1.0,226.0,206.0,274.0,134.0,MEDIUM,1.0,True,False,1,,,21.599,52.774,,779.921
GAS,10,Alpine,2.0,257.0,284.0,291.0,279.0,MEDIUM,2.0,True,True,12,84.979,30.378,17.932,36.669,,
GAS,10,Alpine,3.0,216.0,160.0,267.0,192.0,MEDIUM,3.0,True,False,1,118.344,45.725,26.338,46.281,,
GAS,10,Alpine,4.0,259.0,284.0,294.0,284.0,MEDIUM,4.0,True,True,1,83.427,29.612,17.799,36.016,,
GAS,10,Alpine,5.0,121.0,207.0,275.0,199.0,MEDIUM,5.0,True,False,1,121.779,47.053,28.866,45.86,,
GAS,10,Alpine,6.0,254.0,283.0,298.0,296.0,MEDIUM,6.0,True,True,1,82.83,29.389,17.72,35.721,,
GAS,10,Alpine,7.0,172.0,214.0,276.0,226.0,MEDIUM,7.0,True,False,1,115.416,43.537,26.323,45.556,,
GAS,10,Alpine,8.0,262.0,283.0,294.0,295.0,MEDIUM,8.0,True,True,1,82.404,29.076,17.651,35.677,,
GAS,10,Alpine,9.0,171.0,226.0,278.0,229.0,MEDIUM,9.0,True,False,1,119.277,44.308,28.982,45.987,,
GAS,10,Alpine,10.0,262.0,286.0,293.0,291.0,MEDIUM,10.0,True,False,1,82.514,29.158,17.657,35.699,,
GAS,10,Alpine,11.0,201.0,215.0,,228.0,MEDIUM,11.0,True,False,1,,38.595,24.989,,1913.939,
GAS,10,Alpine,12.0,245.0,255.0,285.0,170.0,SOFT,1.0,True,False,1,105.391,40.593,21.144,43.654,,2785.771
GAS,10,Alpine,13.0,276.0,271.0,297.0,278.0,SOFT,2.0,True,False,1,82.774,28.922,17.921,35.931,,
GAS,10,Alpine,14.0,140.0,194.0,272.0,232.0,SOFT,3.0,True,False,1,126.352,46.995,30.184,49.173,,
GAS,10,Alpine,15.0,270.0,268.0,299.0,293.0,SOFT,4.0,True,True,1,82.167,28.92,17.827,35.42,,
GAS,10,Alpine,16.0,148.0,170.0,,230.0,SOFT,5.0,True,False,1,,46.656,30.942,,3310.442,
PER,11,Cadillac,1.0,227.0,234.0,283.0,143.0,SOFT,1.0,True,False,1,118.806,44.438,20.758,53.61,,3786.759
PER,11,Cadillac,2.0,224.0,208.0,,248.0,SOFT,2.0,True,False,1267,,35.629,21.864,,4735.405,
ANT,12,Mercedes,1.0,231.0,281.0,276.0,123.0,HARD,1.0,True,False,1,121.806,59.956,20.353,41.497,,839.632
ANT,12,Mercedes,2.0,213.0,275.0,277.0,289.0,HARD,2.0,True,True,12,96.825,32.68,22.089,42.056,,
ANT,12,Mercedes,3.0,279.0,268.0,297.0,289.0,HARD,3.0,True,True,1,81.426,28.459,17.912,35.055,,
ANT,12,Mercedes,4.0,182.0,200.0,268.0,229.0,HARD,4.0,True,False,1,121.376,39.237,27.242,54.897,,
ANT,12,Mercedes,5.0,276.0,121.0,281.0,277.0,HARD,5.0,True,False,1,100.591,28.798,24.575,47.218,,
ANT,12,Mercedes,6.0,263.0,272.0,291.0,287.0,HARD,6.0,True,True,1,80.801,28.378,17.77,34.653,,
ANT,12,Mercedes,7.0,219.0,231.0,,247.0,HARD,7.0,True,False,1,,37.88,22.095,,1534.196,
ANT,12,Mercedes,8.0,235.0,287.0,280.0,158.0,SOFT,1.0,True,False,1,101.473,41.919,19.522,40.032,,1784.142
ANT,12,Mercedes,9.0,262.0,275.0,292.0,289.0,SOFT,2.0,True,True,1,80.227,28.049,17.603,34.575,,
ANT,12,Mercedes,10.0,162.0,229.0,,244.0,SOFT,3.0,True,False,1,135.143,40.917,24.707,69.519,2077.973,
ANT,12,Mercedes,11.0,206.0,241.0,275.0,135.0,SOFT,4.0,False,False,1,112.545,45.486,23.988,43.071,,2100.999
ANT,12,Mercedes,12.0,264.0,279.0,293.0,290.0,SOFT,5.0,False,True,1,79.943,28.067,17.531,34.345,,
ANT,12,Mercedes,13.0,237.0,249.0,,254.0,SOFT,6.0,False,False,1,,36.878,21.385,,2392.809,
ANT,12,Mercedes,14.0,247.0,293.0,285.0,214.0,HARD,8.0,False,False,1,131.386,74.761,18.665,37.96,,2761.496
ANT,12,Mercedes,15.0,255.0,280.0,293.0,267.0,HARD,9.0,False,False,1,84.65,30.027,18.334,36.289,,
ANT,12,Mercedes,16.0,273.0,266.0,292.0,282.0,HARD,10.0,False,False,1,84.194,29.032,18.77,36.392,,
ANT,12,Mercedes,17.0,254.0,292.0,294.0,279.0,HARD,11.0,False,False,1,84.089,29.487,18.294,36.308,,
ANT,12,Mercedes,18.0,259.0,292.0,291.0,284.0,HARD,12.0,False,False,1,84.045,29.471,18.387,36.187,,
ANT,12,Mercedes,19.0,268.0,290.0,293.0,289.0,HARD,13.0,False,False,1,84.053,29.303,18.514,36.236,,
ANT,12,Mercedes,20.0,253.0,290.0,289.0,290.0,HARD,14.0,False,False,1,84.024,29.353,18.369,36.302,,
ANT,12,Mercedes,21.0,251.0,290.0,295.0,287.0,HARD,15.0,False,False,1,83.756,29.291,18.219,36.246,,
ANT,12,Mercedes,22.0,246.0,290.0,298.0,289.0,HARD,16.0,False,False,1,83.712,29.306,18.242,36.164,,
ANT,12,Mercedes,23.0,254.0,295.0,291.0,297.0,HARD,17.0,False,False,1,83.689,29.383,18.241,36.065,,
ANT,12,Mercedes,24.0,255.0,300.0,296.0,286.0,HARD,18.0,False,False,1,84.61,29.658,18.164,36.788,,
ANT,12,Mercedes,25.0,256.0,301.0,291.0,293.0,HARD,19.0,False,False,1,88.659,29.559,18.044,41.056,,
ANT,12,Mercedes,26.0,251.0,298.0,285.0,291.0,HARD,20.0,False,False,1,84.424,29.512,18.194,36.718,,
ANT,12,Mercedes,27.0,262.0,299.0,287.0,271.0,HARD,21.0,False,False,1,84.89,30.38,18.105,36.405,,
ANT,12,Mercedes,28.0,263.0,294.0,,290.0,HARD,22.0,False,False,1267,,29.429,18.157,,4076.668,
ANT,12,Mercedes,29.0,243.0,287.0,268.0,129.0,SOFT,7.0,False,False,1,144.955,84.83,20.468,39.657,,4279.54
ANT,12,Mercedes,30.0,219.0,192.0,62.0,229.0,SOFT,8.0,False,False,1,,35.265,22.589,96.87,,
ANT,12,Mercedes,31.0,256.0,275.0,,244.0,SOFT,9.0,False,False,1,,32.58,18.905,,4664.865,
ALO,14,Aston Martin,1.0,240.0,113.0,280.0,125.0,SOFT,1.0,True,False,1,130.778,52.259,22.818,55.701,,1623.513
ALO,14,Aston Martin,2.0,260.0,268.0,,230.0,SOFT,2.0,True,False,1,,32.114,19.106,,1844.871,
ALO,14,Aston Martin,3.0,254.0,270.0,268.0,158.0,SOFT,3.0,False,False,1,108.744,40.069,20.568,48.107,,2546.767
ALO,14,Aston Martin,4.0,262.0,282.0,287.0,268.0,SOFT,4.0,False,True,1,85.883,30.127,18.641,37.115,,
ALO,14,Aston Martin,5.0,214.0,222.0,272.0,213.0,SOFT,5.0,False,False,1,111.854,35.644,22.855,53.355,,
ALO,14,Aston Martin,6.0,263.0,257.0,288.0,282.0,SOFT,6.0,False,True,1,85.552,29.567,19.017,36.968,,
ALO,14,Aston Martin,7.0,240.0,100.0,273.0,215.0,SOFT,7.0,False,False,1,112.933,35.057,29.621,48.255,,
ALO,14,Aston Martin,8.0,265.0,258.0,280.0,288.0,SOFT,8.0,False,True,1,84.939,29.496,18.752,36.691,,
ALO,14,Aston Martin,9.0,263.0,123.0,,252.0,SOFT,9.0,False,False,1,,32.117,22.801,,3235.752,
ALO,14,Aston Martin,10.0,252.0,150.0,270.0,178.0,SOFT,1.0,True,False,1,116.633,39.668,21.181,55.784,,3674.893
ALO,14,Aston Martin,11.0,256.0,83.0,290.0,296.0,SOFT,2.0,True,False,1,105.175,31.664,24.388,49.123,,
ALO,14,Aston Martin,12.0,267.0,219.0,,299.0,SOFT,3.0,True,False,1,111.908,29.224,23.39,59.294,3995.613,
ALO,14,Aston Martin,13.0,260.0,169.0,160.0,177.0,SOFT,4.0,False,False,1267,125.677,39.763,29.398,56.516,,4008.512
ALO,14,Aston Martin,14.0,248.0,251.0,268.0,193.0,SOFT,5.0,False,False,71,116.038,38.375,30.201,47.462,,
ALO,14,Aston Martin,15.0,266.0,257.0,280.0,298.0,SOFT,6.0,False,True,1,84.662,29.493,18.528,36.641,,
ALO,14,Aston Martin,16.0,259.0,251.0,271.0,220.0,SOFT,7.0,False,False,1,100.891,33.585,24.264,43.042,,
ALO,14,Aston Martin,17.0,170.0,206.0,128.0,213.0,SOFT,8.0,False,False,1,,37.425,28.274,90.775,,
ALO,14,Aston Martin,18.0,219.0,211.0,,208.0,SOFT,9.0,False,False,1,,35.115,24.384,,4700.538,
LEC,16,Ferrari,1.0,109.0,256.0,237.0,67.0,HARD,1.0,True,False,12,128.422,61.405,22.234,44.783,,854.976
LEC,16,Ferrari,2.0,223.0,281.0,280.0,230.0,HARD,2.0,True,True,21,110.132,32.198,20.393,57.541,,
LEC,16,Ferrari,3.0,233.0,294.0,304.0,299.0,HARD,3.0,True,True,1,82.215,28.976,18.022,35.217,,
LEC,16,Ferrari,4.0,227.0,247.0,281.0,256.0,HARD,4.0,True,False,1,103.795,36.043,24.095,43.657,,
LEC,16,Ferrari,5.0,232.0,296.0,305.0,299.0,HARD,5.0,True,True,1,81.478,28.59,17.839,35.049,,
LEC,16,Ferrari,6.0,138.0,145.0,283.0,267.0,HARD,6.0,True,False,1,127.328,39.583,32.5,55.245,,
LEC,16,Ferrari,7.0,232.0,115.0,283.0,301.0,HARD,7.0,True,False,1,95.376,29.409,23.744,42.223,,
LEC,16,Ferrari,8.0,241.0,295.0,304.0,300.0,HARD,8.0,True,False,1,81.814,28.696,17.752,35.366,,
LEC,16,Ferrari,9.0,185.0,174.0,293.0,256.0,HARD,9.0,True,False,1,104.289,36.258,23.817,44.214,,
LEC,16,Ferrari,10.0,258.0,284.0,,314.0,HARD,10.0,True,False,1,,28.343,18.678,,1849.787,
LEC,16,Ferrari,11.0,90.0,275.0,283.0,125.0,SOFT,1.0,True,False,1,122.784,48.421,22.863,51.5,,2182.527
LEC,16,Ferrari,12.0,225.0,276.0,285.0,297.0,SOFT,2.0,True,False,1,103.54,38.299,20.99,44.251,,
LEC,16,Ferrari,13.0,226.0,245.0,282.0,295.0,SOFT,3.0,True,False,1,97.739,30.664,20.314,46.761,,
LEC,16,Ferrari,14.0,265.0,298.0,308.0,296.0,SOFT,4.0,True,True,1,80.38,28.238,17.483,34.659,,
LEC,16,Ferrari,15.0,214.0,214.0,,261.0,SOFT,5.0,True,False,1,120.077,38.076,25.074,56.927,2690.825,
LEC,16,Ferrari,16.0,221.0,275.0,283.0,187.0,SOFT,6.0,False,False,1,,87.747,20.887,48.26,,2706.699
LEC,16,Ferrari,17.0,263.0,298.0,308.0,294.0,SOFT,7.0,False,True,1,80.291,28.182,17.462,34.647,,
LEC,16,Ferrari,18.0,180.0,189.0,284.0,263.0,SOFT,8.0,False,False,1,117.649,37.162,29.526,50.961,,
LEC,16,Ferrari,19.0,257.0,297.0,309.0,295.0,SOFT,9.0,False,False,1,80.346,28.228,17.526,34.592,,
LEC,16,Ferrari,20.0,199.0,282.0,,257.0,SOFT,10.0,False,False,1,,31.793,21.49,,3228.98,
LEC,16,Ferrari,21.0,236.0,301.0,273.0,176.0,HARD,11.0,False,False,1,121.036,63.517,18.483,39.036,,3635.235
LEC,16,Ferrari,22.0,265.0,287.0,294.0,268.0,HARD,12.0,False,False,1,84.422,29.631,18.143,36.648,,
LEC,16,Ferrari,23.0,259.0,286.0,286.0,293.0,HARD,13.0,False,False,1,88.284,32.961,18.477,36.846,,
LEC,16,Ferrari,24.0,254.0,290.0,282.0,277.0,HARD,14.0,False,False,1,84.394,29.767,18.048,36.579,,
LEC,16,Ferrari,25.0,274.0,273.0,,275.0,HARD,15.0,False,False,1267,119.059,29.497,18.182,71.38,4112.313,
LEC,16,Ferrari,26.0,259.0,283.0,289.0,188.0,SOFT,11.0,False,False,71,92.145,36.936,18.458,36.751,,4131.613
LEC,16,Ferrari,27.0,247.0,291.0,286.0,281.0,SOFT,12.0,False,False,1,96.129,40.29,18.878,36.961,,
LEC,16,Ferrari,28.0,271.0,295.0,296.0,280.0,SOFT,13.0,False,False,1,84.035,29.437,18.157,36.441,,
LEC,16,Ferrari,29.0,145.0,197.0,2.0,241.0,SOFT,14.0,False,False,1,,39.576,26.038,99.317,,
LEC,16,Ferrari,30.0,256.0,275.0,,252.0,SOFT,15.0,False,False,1,,32.216,18.737,,4654.153,
STR,18,Aston Martin,1.0,171.0,257.0,279.0,121.0,SOFT,1.0,True,False,21,124.535,52.831,21.682,50.022,,977.003
STR,18,Aston Martin,2.0,252.0,248.0,,245.0,SOFT,2.0,True,False,1,,32.037,19.552,,1196.286,
STR,18,Aston Martin,3.0,230.0,272.0,262.0,198.0,SOFT,3.0,False,False,1,127.94,60.094,21.243,46.603,,1936.029
STR,18,Aston Martin,4.0,256.0,275.0,276.0,260.0,SOFT,4.0,False,True,1,87.214,30.886,18.766,37.562,,
STR,18,Aston Martin,5.0,160.0,219.0,270.0,199.0,SOFT,5.0,False,False,1,117.642,45.138,25.634,46.87,,
STR,18,Aston Martin,6.0,260.0,267.0,284.0,280.0,SOFT,6.0,False,True,1,85.816,30.004,18.851,36.961,,
STR,18,Aston Martin,7.0,163.0,213.0,274.0,202.0,SOFT,7.0,False,False,1,143.157,46.448,32.06,64.649,,
STR,18,Aston Martin,8.0,257.0,250.0,281.0,285.0,SOFT,8.0,False,False,1,85.861,30.12,18.868,36.873,,
STR,18,Aston Martin,9.0,143.0,155.0,234.0,197.0,SOFT,9.0,False,False,1,144.632,54.709,32.983,56.94,,
STR,18,Aston Martin,10.0,139.0,211.0,,143.0,SOFT,10.0,False,False,1,,50.029,25.712,,2851.1,
STR,18,Aston Martin,11.0,205.0,194.0,204.0,109.0,SOFT,1.0,True,False,1,127.773,53.212,25.589,48.972,,3351.977
STR,18,Aston Martin,12.0,218.0,125.0,244.0,197.0,SOFT,2.0,True,False,1,119.508,37.471,28.966,53.071,,
STR,18,Aston Martin,13.0,190.0,194.0,,257.0,SOFT,3.0,True,False,1,,35.94,26.126,,3706.971,
ALB,23,Williams,1.0,231.0,263.0,282.0,113.0,HARD,1.0,True,False,1,115.627,54.162,21.235,40.23,,830.164
ALB,23,Williams,2.0,253.0,286.0,293.0,268.0,HARD,2.0,True,True,12,85.119,30.113,18.176,36.83,,
