Driver,DriverNumber,Team,LapNumber,LapTime_s,Sector1Time_s,Sector2Time_s,Sector3Time_s,SpeedI1,SpeedI2,SpeedFL,SpeedST,Compound,TyreLife,FreshTyre,IsPersonalBest,TrackStatus,PitInTime_s,PitOutTime_s
COL,43,Alpine,14.0,93.357,24.254,28.078,41.025,286.0,275.0,250.0,317.0,SOFT,2.0,True,True,12,,
COL,43,Alpine,15.0,115.348,29.194,31.579,54.575,220.0,263.0,,242.0,SOFT,3.0,True,False,1,3428.764,
OCO,31,Haas F1 Team,1.0,,,33.461,51.853,209.0,275.0,275.0,251.0,SOFT,8.0,False,False,1,,1003.186
OCO,31,Haas F1 Team,2.0,94.904,24.622,28.94,41.342,297.0,278.0,266.0,310.0,SOFT,9.0,False,True,1,,
OCO,31,Haas F1 Team,3.0,114.005,27.99,32.608,53.407,239.0,276.0,,278.0,SOFT,10.0,False,False,1,1329.679,
OCO,31,Haas F1 Team,4.0,,,32.443,48.403,271.0,273.0,275.0,254.0,SOFT,1.0,True,False,1,,1532.353
OCO,31,Haas F1 Team,5.0,94.068,24.522,28.275,41.271,288.0,271.0,258.0,307.0,SOFT,2.0,True,True,1,,
OCO,31,Haas F1 Team,6.0,130.55,32.414,37.761,60.375,212.0,182.0,274.0,275.0,SOFT,3.0,True,False,1,,
OCO,31,Haas F1 Team,7.0,93.974,24.615,28.331,41.028,290.0,272.0,263.0,309.0,SOFT,4.0,True,True,1,,
OCO,31,Haas F1 Team,8.0,124.343,28.533,34.942,60.868,218.0,199.0,,204.0,SOFT,5.0,True,False,1,2083.625,
OCO,31,Haas F1 Team,9.0,,,37.182,50.717,276.0,112.0,277.0,259.0,SOFT,1.0,True,False,1,,2484.307
OCO,31,Haas F1 Team,10.0,93.538,24.344,28.064,41.13,286.0,266.0,258.0,308.0,SOFT,2.0,True,True,1,,
OCO,31,Haas F1 Team,11.0,122.282,29.746,34.486,58.05,230.0,215.0,,220.0,SOFT,3.0,True,False,1,2814.76,
OCO,31,Haas F1 Team,12.0,,,33.246,49.73,281.0,228.0,277.0,251.0,SOFT,1.0,True,False,1,,3071.856
OCO,31,Haas F1 Team,13.0,97.148,24.335,28.041,44.772,287.0,272.0,134.0,306.0,SOFT,2.0,True,False,12,,
OCO,31,Haas F1 Team,14.0,128.063,32.949,35.403,59.711,211.0,192.0,,223.0,SOFT,3.0,True,False,1,3406.169,
LAW,30,Racing Bulls,1.0,,,32.219,49.617,239.0,250.0,266.0,250.0,SOFT,1.0,True,False,1,,957.028
LAW,30,Racing Bulls,2.0,94.731,24.857,28.518,41.356,292.0,287.0,267.0,316.0,SOFT,2.0,True,True,1,,
LAW,30,Racing Bulls,3.0,116.952,28.69,32.581,55.681,233.0,235.0,,261.0,SOFT,3.0,True,False,1,1282.361,
LAW,30,Racing Bulls,4.0,,,32.118,47.482,248.0,254.0,278.0,254.0,SOFT,1.0,True,False,1,,1423.571
LAW,30,Racing Bulls,5.0,94.209,24.644,28.495,41.07,291.0,289.0,260.0,319.0,SOFT,2.0,True,True,1,,
LAW,30,Racing Bulls,6.0,112.876,27.885,33.806,51.185,238.0,244.0,241.0,259.0,SOFT,3.0,True,False,1,,
LAW,30,Racing Bulls,7.0,111.381,29.079,33.118,49.184,235.0,251.0,278.0,259.0,SOFT,4.0,True,False,1,,
LAW,30,Racing Bulls,8.0,94.139,24.588,28.64,40.911,291.0,288.0,262.0,313.0,SOFT,5.0,True,True,1,,
LAW,30,Racing Bulls,9.0,117.479,28.286,33.077,56.116,228.0,237.0,,243.0,SOFT,6.0,True,False,1,2059.587,
LAW,30,Racing Bulls,10.0,,,33.417,48.024,259.0,251.0,276.0,267.0,SOFT,4.0,False,False,1,,2606.742
LAW,30,Racing Bulls,11.0,93.765,24.634,28.157,40.974,291.0,290.0,262.0,311.0,SOFT,5.0,False,True,1,,
LAW,30,Racing Bulls,12.0,114.48,28.221,32.698,53.561,240.0,236.0,,259.0,SOFT,6.0,False,False,1,2923.758,
LAW,30,Racing Bulls,13.0,,,33.907,49.42,250.0,254.0,277.0,257.0,SOFT,1.0,True,False,1,,3064.247
LAW,30,Racing Bulls,14.0,96.237,24.339,28.117,43.781,291.0,290.0,202.0,311.0,SOFT,2.0,True,False,12,,
LAW,30,Racing Bulls,15.0,129.557,31.77,33.93,63.857,191.0,241.0,,154.0,SOFT,3.0,True,False,21,3400.273,
LIN,41,Racing Bulls,1.0,,,33.332,48.161,236.0,241.0,274.0,246.0,SOFT,1.0,True,False,1,,932.468
LIN,41,Racing Bulls,2.0,114.185,25.115,39.885,49.185,288.0,252.0,276.0,274.0,SOFT,2.0,True,True,1,,
LIN,41,Racing Bulls,3.0,95.035,24.862,28.739,41.434,289.0,285.0,263.0,317.0,SOFT,3.0,True,True,1,,
LIN,41,Racing Bulls,4.0,120.01,35.054,35.808,49.148,237.0,251.0,278.0,283.0,SOFT,4.0,True,False,1,,
LIN,41,Racing Bulls,5.0,95.961,24.732,28.689,42.54,289.0,288.0,259.0,309.0,SOFT,5.0,True,False,1,,
LIN,41,Racing Bulls,6.0,120.046,30.584,34.117,55.345,239.0,236.0,,243.0,SOFT,6.0,True,False,1,1589.005,
LIN,41,Racing Bulls,7.0,,,33.847,59.125,247.0,258.0,278.0,243.0,SOFT,1.0,True,False,1,,1753.388
LIN,41,Racing Bulls,8.0,93.906,24.542,28.461,40.903,291.0,288.0,258.0,316.0,SOFT,2.0,True,True,1,,
LIN,41,Racing Bulls,9.0,120.621,31.481,33.688,55.452,240.0,251.0,,253.0,SOFT,3.0,True,False,1,2104.16,
LIN,41,Racing Bulls,10.0,,,37.596,49.405,232.0,253.0,278.0,252.0,SOFT,1.0,True,False,1,,2531.599
LIN,41,Racing Bulls,11.0,93.784,24.492,28.254,41.038,290.0,287.0,261.0,312.0,SOFT,2.0,True,True,1,,
LIN,41,Racing Bulls,12.0,115.688,29.225,33.041,53.422,243.0,247.0,,280.0,SOFT,3.0,True,False,1,2857.807,
LIN,41,Racing Bulls,13.0,,,34.038,47.693,250.0,253.0,279.0,252.0,SOFT,1.0,True,False,1,,3056.998
LIN,41,Racing Bulls,14.0,98.588,24.319,28.181,46.088,291.0,284.0,140.0,312.0,SOFT,2.0,True,False,12,,
LIN,41,Racing Bulls,15.0,126.293,35.905,34.356,56.032,201.0,251.0,,260.0,SOFT,3.0,True,False,21,3391.253,
BOR,5,Audi,1.0,,,32.529,58.035,250.0,261.0,,272.0,SOFT,7.0,False,False,1,1041.295,924.721
BOR,5,Audi,2.0,137.426,58.282,32.117,47.027,267.0,197.0,275.0,250.0,SOFT,1.0,True,False,1,,1069.182
BOR,5,Audi,3.0,94.349,24.682,28.367,41.3,282.0,286.0,260.0,315.0,SOFT,2.0,True,True,1,,
BOR,5,Audi,4.0,131.917,35.106,35.703,61.108,167.0,230.0,266.0,248.0,SOFT,3.0,True,False,1,,
BOR,5,Audi,5.0,94.484,24.759,28.231,41.494,281.0,286.0,260.0,317.0,SOFT,4.0,True,False,1,,
BOR,5,Audi,6.0,123.416,29.724,35.948,57.744,256.0,220.0,,287.0,SOFT,5.0,True,False,1,1623.809,
BOR,5,Audi,7.0,,,31.159,60.22,273.0,257.0,276.0,107.0,SOFT,1.0,True,False,1,,1790.193
BOR,5,Audi,8.0,93.549,24.539,28.214,40.796,282.0,284.0,260.0,316.0,SOFT,2.0,True,True,1,,
BOR,5,Audi,9.0,126.409,31.805,36.784,57.82,198.0,222.0,,214.0,SOFT,3.0,True,False,1,2132.55,
BOR,5,Audi,10.0,,,35.107,46.815,261.0,247.0,276.0,250.0,SOFT,1.0,True,False,1,,2524.73
BOR,5,Audi,11.0,93.965,24.607,28.272,41.086,282.0,286.0,264.0,316.0,SOFT,2.0,True,True,1,,
BOR,5,Audi,12.0,115.875,29.579,33.307,52.989,259.0,241.0,,275.0,SOFT,3.0,True,False,1,2840.517,
BOR,5,Audi,13.0,,,30.807,50.774,275.0,258.0,277.0,215.0,SOFT,1.0,True,False,1,,3049.541
BOR,5,Audi,14.0,126.878,24.582,28.145,74.151,283.0,285.0,,322.0,SOFT,2.0,True,False,12,3282.843,
SAI,55,Williams,1.0,,,32.365,47.829,239.0,241.0,272.0,264.0,SOFT,1.0,True,False,1,,905.938
SAI,55,Williams,2.0,114.19,25.867,33.929,54.394,280.0,265.0,275.0,272.0,SOFT,2.0,True,True,1,,
SAI,55,Williams,3.0,95.352,24.757,28.96,41.635,283.0,273.0,256.0,318.0,SOFT,3.0,True,True,1,,
SAI,55,Williams,4.0,116.538,31.67,32.718,52.15,232.0,260.0,,286.0,SOFT,4.0,True,False,1,1349.367,
SAI,55,Williams,5.0,147.817,61.851,33.356,52.61,222.0,262.0,277.0,261.0,SOFT,1.0,True,False,1,,1379.086
SAI,55,Williams,6.0,96.698,26.548000000000002,28.814,41.336,282.0,272.0,255.0,321.0,SOFT,2.0,True,False,1,,
SAI,55,Williams,7.0,118.57,29.831,35.41,53.329,244.0,216.0,,291.0,SOFT,3.0,True,False,1,1712.258,
SAI,55,Williams,8.0,,71.958,31.752,55.471,250.0,262.0,278.0,253.0,SOFT,1.0,True,False,1,,1749.355
SAI,55,Williams,9.0,94.317,24.465,28.669,41.183,284.0,273.0,253.0,318.0,SOFT,2.0,True,True,1,,
SAI,55,Williams,10.0,123.505,30.741,33.668,59.096,229.0,227.0,,241.0,SOFT,3.0,True,False,1,2088.344,
ALB,23,Williams,1.0,,,32.565,47.176,249.0,255.0,275.0,255.0,SOFT,1.0,True,False,1,,901.367
ALB,23,Williams,2.0,113.906,26.828,31.088,55.99,270.0,259.0,276.0,247.0,SOFT,2.0,True,True,1,,
ALB,23,Williams,3.0,95.501,24.906,29.066,41.529,285.0,272.0,254.0,318.0,SOFT,3.0,True,True,1,,
ALB,23,Williams,4.0,109.587,28.004,31.193,50.39,252.0,241.0,,287.0,SOFT,4.0,True,False,1,1335.554,
ALB,23,Williams,5.0,136.601,57.806,30.458,48.337,250.0,258.0,278.0,266.0,SOFT,1.0,True,False,1,,1366.382
ALB,23,Williams,6.0,95.145,24.726,28.694,41.725,284.0,273.0,254.0,313.0,SOFT,2.0,True,True,1,,
ALB,23,Williams,7.0,114.571,29.989,32.443,52.139,210.0,258.0,,195.0,SOFT,3.0,True,False,1,1681.923,
ALB,23,Williams,8.0,143.939,66.724,30.876,46.339,255.0,250.0,278.0,258.0,SOFT,1.0,True,False,1,,1723.305
ALB,23,Williams,9.0,94.772,24.526,28.876,41.37,285.0,271.0,253.0,314.0,SOFT,2.0,True,True,1,,
ALB,23,Williams,10.0,120.841,30.267,32.729,57.845,243.0,226.0,,190.0,SOFT,3.0,True,False,1,2041.416,
ALO,14,Aston Martin,1.0,,,32.106,51.665,232.0,225.0,267.0,207.0,SOFT,1.0,True,False,1,,948.773
ALO,14,Aston Martin,2.0,96.338,25.257,29.036,42.045,277.0,271.0,257.0,300.0,SOFT,2.0,True,True,1,,
ALO,14,Aston Martin,3.0,117.571,30.266,32.527,54.778,245.0,241.0,,254.0,SOFT,3.0,True,False,1,1277.238,
ALO,14,Aston Martin,4.0,141.906,57.456,35.691,48.759,242.0,168.0,273.0,256.0,SOFT,1.0,True,False,1,,1308.629
ALO,14,Aston Martin,5.0,95.446,24.868,28.787,41.791,278.0,274.0,256.0,307.0,SOFT,2.0,True,True,1,,
ALO,14,Aston Martin,6.0,118.604,28.51,32.12,57.974,205.0,216.0,,258.0,SOFT,3.0,True,False,1,1632.381,
ALO,14,Aston Martin,7.0,,,31.58,62.813,247.0,228.0,271.0,240.0,SOFT,1.0,True,False,1,,1775.139
ALO,14,Aston Martin,8.0,95.203,24.782,28.723,41.698,280.0,273.0,249.0,301.0,SOFT,2.0,True,True,1,,
ALO,14,Aston Martin,9.0,118.64,31.027,33.778,53.835,201.0,217.0,,227.0,SOFT,3.0,True,False,1,2114.461,
BOT,77,Cadillac,1.0,,,32.06,49.592,275.0,262.0,273.0,234.0,SOFT,1.0,True,False,1,,893.367
BOT,77,Cadillac,2.0,96.968,25.381,29.189,42.398,273.0,266.0,265.0,306.0,SOFT,2.0,True,True,1,,
BOT,77,Cadillac,3.0,115.084,27.893,32.831,54.36,247.0,275.0,,281.0,SOFT,3.0,True,False,1,1213.238,
BOT,77,Cadillac,4.0,,,32.901,51.275,174.0,261.0,277.0,199.0,SOFT,1.0,True,False,1,,1382.211
BOT,77,Cadillac,5.0,95.928,25.146,28.989,41.793,280.0,275.0,262.0,312.0,SOFT,2.0,True,True,1,,
BOT,77,Cadillac,6.0,118.816,27.918,35.681,55.217,256.0,261.0,,281.0,SOFT,3.0,True,False,1,1717.712,
BOT,77,Cadillac,7.0,,,32.021,47.81,279.0,261.0,275.0,251.0,SOFT,1.0,True,False,1,,1825.255
BOT,77,Cadillac,8.0,95.436,24.949,28.972,41.515,278.0,258.0,260.0,310.0,SOFT,2.0,True,True,1,,
BOT,77,Cadillac,9.0,125.483,30.873,34.59,60.02,201.0,255.0,,225.0,SOFT,3.0,True,False,1,2157.742,
STR,18,Aston Martin,1.0,,,32.05,49.268,243.0,233.0,266.0,255.0,SOFT,1.0,True,False,1,,935.303
STR,18,Aston Martin,2.0,97.069,25.598,29.144,42.327,278.0,271.0,253.0,293.0,SOFT,2.0,True,True,1,,
STR,18,Aston Martin,3.0,123.648,32.849,35.302,55.497,238.0,150.0,,264.0,SOFT,3.0,True,False,1,1271.84,
STR,18,Aston Martin,4.0,140.364,48.517,35.999,55.848,247.0,226.0,266.0,241.0,SOFT,1.0,True,False,1,,1295.638
STR,18,Aston Martin,5.0,96.412,25.088,29.226,42.098,278.0,273.0,252.0,301.0,SOFT,2.0,True,True,1,,
STR,18,Aston Martin,6.0,120.023,30.527,32.189,57.307,240.0,239.0,,236.0,SOFT,3.0,True,False,1,1628.059,
STR,18,Aston Martin,7.0,,,32.761,61.697,238.0,228.0,271.0,226.0,SOFT,1.0,True,False,1,,1757.931
STR,18,Aston Martin,8.0,95.995,24.953,29.204,41.838,279.0,266.0,251.0,303.0,SOFT,2.0,True,True,1,,
STR,18,Aston Martin,9.0,130.224,31.138,36.983,62.103,178.0,235.0,,203.0,SOFT,3.0,True,False,1,2121.238,
PER,11,Cadillac,1.0,,,32.88,47.505,249.0,270.0,276.0,267.0,SOFT,1.0,True,False,1,,1149.256
PER,11,Cadillac,2.0,97.524,25.703,29.256,42.565,269.0,261.0,263.0,305.0,SOFT,2.0,True,True,1,,
PER,11,Cadillac,3.0,114.254,26.92,34.345,52.989,276.0,263.0,,279.0,SOFT,3.0,True,False,1,1466.389,
PER,11,Cadillac,4.0,,,30.863,60.233,263.0,245.0,241.0,114.0,SOFT,1.0,True,False,1,,1797.442
PER,11,Cadillac,5.0,96.906,26.049,29.246,41.611,277.0,263.0,263.0,313.0,SOFT,2.0,True,True,1,,
PER,11,Cadillac,6.0,124.362,31.463,37.216,55.683,198.0,229.0,,245.0,SOFT,3.0,True,False,1,2138.472,
