Driver,DriverNumber,Team,LapNumber,LapTime_s,Sector1Time_s,Sector2Time_s,Sector3Time_s,SpeedI1,SpeedI2,SpeedFL,SpeedST,Compound,TyreLife,FreshTyre,IsPersonalBest,TrackStatus,PitInTime_s,PitOutTime_s
ALB,23,Williams,3.0,95.305,24.828,29.03,41.447,286.0,271.0,257.0,325.0,MEDIUM,3.0,True,True,1,,
ALB,23,Williams,4.0,133.41,35.451,38.924,59.035,226.0,164.0,276.0,304.0,MEDIUM,4.0,True,False,1,,
ALB,23,Williams,5.0,105.327,24.919,28.949,51.459,285.0,272.0,275.0,270.0,MEDIUM,5.0,True,False,1,,
ALB,23,Williams,6.0,104.546,25.001,29.033,50.512,284.0,272.0,,324.0,MEDIUM,6.0,True,False,1,1620.842,
SAI,55,Williams,1.0,,,32.084,46.227,261.0,244.0,273.0,262.0,MEDIUM,1.0,True,False,1,,958.624
SAI,55,Williams,2.0,110.164,25.774,30.537,53.853,281.0,240.0,277.0,257.0,MEDIUM,2.0,True,True,1,,
SAI,55,Williams,3.0,94.945,24.806,28.785,41.354,285.0,275.0,255.0,325.0,MEDIUM,3.0,True,True,1,,
SAI,55,Williams,4.0,133.658,36.923,40.093,56.642,206.0,210.0,276.0,271.0,MEDIUM,4.0,True,False,1,,
SAI,55,Williams,5.0,94.761,24.801,28.792,41.168,286.0,275.0,256.0,321.0,MEDIUM,5.0,True,True,1,,
SAI,55,Williams,6.0,121.443,33.256,33.641,54.546,221.0,239.0,,280.0,MEDIUM,6.0,True,False,1,1621.793,
ALO,14,Aston Martin,1.0,,,33.161,49.65,244.0,236.0,267.0,261.0,MEDIUM,1.0,True,False,1,,1024.509
ALO,14,Aston Martin,2.0,96.172,25.289,28.936,41.947,274.0,267.0,252.0,304.0,MEDIUM,2.0,True,True,1,,
ALO,14,Aston Martin,3.0,118.65,33.556,33.621,51.473,243.0,238.0,271.0,273.0,MEDIUM,3.0,True,False,1,,
ALO,14,Aston Martin,4.0,95.581,25.123,28.884,41.574,277.0,268.0,256.0,306.0,MEDIUM,4.0,True,True,1,,
ALO,14,Aston Martin,5.0,119.854,29.992,34.131,55.731,203.0,210.0,,224.0,MEDIUM,5.0,True,False,1,1564.082,
BOT,77,Cadillac,1.0,,,34.044,48.028,261.0,260.0,269.0,277.0,MEDIUM,1.0,True,False,1,,764.271
BOT,77,Cadillac,2.0,109.353,27.284,31.923000000000002,50.146,288.0,261.0,265.0,215.0,MEDIUM,2.0,True,True,1,,
BOT,77,Cadillac,3.0,99.832,25.97,29.698,44.164,286.0,264.0,236.0,288.0,MEDIUM,3.0,True,True,1,,
BOT,77,Cadillac,4.0,120.771,33.062,37.593,50.116,149.0,266.0,276.0,236.0,MEDIUM,4.0,True,False,1,,
BOT,77,Cadillac,5.0,97.402,25.12,29.014,43.268,287.0,267.0,240.0,288.0,MEDIUM,5.0,True,True,1,,
BOT,77,Cadillac,6.0,121.577,30.481,37.056,54.04,233.0,233.0,275.0,140.0,MEDIUM,6.0,True,False,1,,
BOT,77,Cadillac,7.0,97.378,25.11,29.157,43.111,285.0,258.0,237.0,290.0,MEDIUM,7.0,True,True,1,,
BOT,77,Cadillac,8.0,123.293,32.365,36.373,54.555,217.0,255.0,,285.0,MEDIUM,8.0,True,False,12,1645.778,
STR,18,Aston Martin,1.0,,,34.243,49.166,269.0,230.0,266.0,268.0,MEDIUM,1.0,True,False,1,,804.031
STR,18,Aston Martin,2.0,98.378,25.675,30.157,42.546,277.0,267.0,257.0,310.0,MEDIUM,2.0,True,True,1,,
STR,18,Aston Martin,3.0,130.528,35.522,37.632,57.374,203.0,220.0,271.0,233.0,MEDIUM,3.0,True,True,1,,
STR,18,Aston Martin,4.0,96.154,25.151,29.165,41.838,279.0,267.0,250.0,307.0,MEDIUM,4.0,True,True,1,,
STR,18,Aston Martin,5.0,131.075,35.902,39.622,55.551,194.0,222.0,270.0,268.0,MEDIUM,5.0,True,False,1,,
STR,18,Aston Martin,6.0,96.151,25.256,29.04,41.855,277.0,267.0,249.0,305.0,MEDIUM,6.0,True,True,1,,
STR,18,Aston Martin,7.0,127.871,31.031,36.415,60.425,193.0,216.0,,197.0,MEDIUM,7.0,True,False,1,1603.147,
LIN,41,Racing Bulls,1.0,,,33.039,47.814,233.0,241.0,278.0,262.0,MEDIUM,1.0,True,False,1,,818.297
LIN,41,Racing Bulls,2.0,95.374,25.11,29.054,41.21,286.0,284.0,263.0,319.0,MEDIUM,2.0,True,True,1,,
LIN,41,Racing Bulls,3.0,113.562,29.228,34.311,50.023,222.0,250.0,280.0,220.0,MEDIUM,3.0,True,False,1,,
LIN,41,Racing Bulls,4.0,95.021,25.092,28.814,41.115,288.0,282.0,263.0,321.0,MEDIUM,4.0,True,True,1,,
LIN,41,Racing Bulls,5.0,131.932,31.786,36.426,63.72,241.0,172.0,277.0,143.0,MEDIUM,5.0,True,False,1,,
LIN,41,Racing Bulls,6.0,94.495,24.969,28.654,40.872,286.0,279.0,262.0,319.0,MEDIUM,6.0,True,True,1,,
LIN,41,Racing Bulls,7.0,116.258,29.87,32.747,53.641,238.0,260.0,,258.0,MEDIUM,7.0,True,False,1,1583.704,
LIN,41,Racing Bulls,8.0,,,31.937,47.007,232.0,242.0,278.0,254.0,MEDIUM,1.0,True,False,12,,1979.962
LIN,41,Racing Bulls,9.0,94.048,24.74,28.531,40.777,290.0,281.0,271.0,319.0,MEDIUM,2.0,True,True,1,,
LIN,41,Racing Bulls,10.0,120.827,31.533,35.92,53.374,207.0,243.0,239.0,223.0,MEDIUM,3.0,True,False,1,,
LIN,41,Racing Bulls,11.0,113.077,28.78,32.23,52.067,246.0,241.0,279.0,262.0,MEDIUM,4.0,True,False,1,,
LIN,41,Racing Bulls,12.0,94.374,24.816,28.508,41.05,291.0,278.0,274.0,311.0,MEDIUM,5.0,True,False,1,,
LIN,41,Racing Bulls,13.0,120.089,30.496,34.661,54.932,225.0,236.0,,238.0,MEDIUM,6.0,True,False,12,2631.086,
